GraphPath, ThroughputCost, LatencyCost, RegisterCost, Slack, TargetPeriod, ResultingPeriod, ExecutionTime(ms)
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1283.graphml,0,1,0,161,2500,2339,1.0939,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1284.graphml,0,1,0,161,2500,2339,1.2005,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1285.graphml,32,116,0,578,5000,4422,1.4878,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1286.graphml,1,85,70,215,5000,4785,5.5894, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1287.graphml,1,85,70,215,5000,4785,5.6862, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1288.graphml,7,15,157,26,5000,4974,3.4689, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1289.graphml,7,15,157,26,5000,4974,3.4127, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_129.graphml,0,0,0,25000,25000,0,0.0727,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1290.graphml,0,58,0,2167,5000,2833,0.3349,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1291.graphml,0,58,0,2167,5000,2833,0.3361,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1292.graphml,30,306,99,87,2500,2413,0.4927, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1293.graphml,6,60,128,62,2500,2438,0.9743, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1294.graphml,6,60,128,62,2500,2438,1.0314, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1295.graphml,6,60,128,62,2500,2438,0.9415, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1296.graphml,0,0,0,10000,10000,0,0.0534,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1297.graphml,0,0,0,904,2500,1596,0.0694,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1298.graphml,0,0,0,904,2500,1596,0.0703,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1299.graphml,0,0,0,10000,10000,0,0.0354,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_13.graphml,5,18,240,22346,25000,2654,2.0153, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_130.graphml,0,0,0,25000,25000,0,0.0657,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1300.graphml,10,52,0,281,2500,2219,2.4579,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1301.graphml,0,0,0,1898,2500,602,0.438,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1302.graphml,0,0,0,1898,2500,602,0.438,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1303.graphml,50,350,1138,127,2500,2373,7.3368, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1306.graphml,25,60,37,190,2500,2310,1.5899,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1307.graphml,5,9,0,668,2500,1832,1.5758,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1308.graphml,5,9,0,668,2500,1832,2.1719,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1309.graphml,16,48,4,475,2500,2025,0.2688,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_131.graphml,0,0,0,25000,25000,0,0.0874,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1310.graphml,0,3,54,30,2500,2470,1.9447, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1311.graphml,0,3,54,30,2500,2470,1.1591, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1312.graphml,0,6,0,1162,2500,1338,0.2637,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1313.graphml,0,6,0,1162,2500,1338,0.3494,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1314.graphml,5,55,0,160,2500,2340,0.6138,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1315.graphml,0,9,0,282,2500,2218,1.1047,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1319.graphml,9,27,26,87,2500,2413,0.6787,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_132.graphml,0,0,0,25000,25000,0,0.0781,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1320.graphml,9,28,94,282,2500,2218,1.0431, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1324.graphml,9,27,40,87,2500,2413,0.7117,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_133.graphml,0,0,0,25000,25000,0,0.0429,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1330.graphml,9,27,26,87,2500,2413,0.7345,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1332.graphml,0,9,0,282,2500,2218,2.0814,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1333.graphml,0,0,0,714,5000,4286,0.1676,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1334.graphml,0,0,0,714,5000,4286,0.1442,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1335.graphml,57,113,217,264,2500,2236,0.7922, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1337.graphml,70,84,16,21497,25000,3503,1.4766,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1338.graphml,16,128,128,2739,5000,2261,0.9482,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1339.graphml,16,128,128,2739,5000,2261,0.9013,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_134.graphml,0,0,0,25000,25000,0,0.0919,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1342.graphml,0,5832,0,1538,5000,3462,13.1273,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1344.graphml,0,5832,0,1538,5000,3462,15.6615,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1345.graphml,24,32,481,1733,5000,3267,1.1299, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1346.graphml,8,8,0,8488,10000,1512,0.4209,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1347.graphml,0,0,0,4245,5000,755,0.5038,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1348.graphml,4,4,32,8360,10000,1640,0.2103,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1349.graphml,4,8,8,8456,10000,1544,0.1736,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_135.graphml,0,0,0,25000,25000,0,0.0417,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1350.graphml,0,0,0,575,2500,1925,0.3364,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1351.graphml,0,0,0,575,2500,1925,0.3383,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1352.graphml,20,40,371,180,2083,1903,2.3371, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1353.graphml,20,40,371,180,2083,1903,1.5701, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1354.graphml,5,23,1315,61,2500,2439,1.2669, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1355.graphml,5,23,1315,61,2500,2439,1.147, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1356.graphml,200,311,280,538,2500,1962,0.5735, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1357.graphml,0,2,640,546,2500,1954,3.0164, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1358.graphml,0,2,640,546,2500,1954,2.7487, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1359.graphml,0,0,0,1915,2500,585,0.0802,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_136.graphml,0,0,0,25000,25000,0,0.0802,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1360.graphml,0,0,0,1915,2500,585,0.06,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1361.graphml,5,10,0,551,2500,1949,0.6141,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1362.graphml,5,10,0,551,2500,1949,0.4137,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1363.graphml,290304,580608,253,3,5000,4997,14.1524, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_137.graphml,0,0,0,25000,25000,0,0.0492,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1374.graphml,0,2,0,246,5000,4754,0.2337,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1375.graphml,0,2,0,246,5000,4754,0.2986,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1376.graphml,0,39,0,220,5000,4780,0.3373,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1377.graphml,0,39,0,220,5000,4780,0.3839,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1378.graphml,0,1,0,1696,10000,8304,0.0745,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1379.graphml,0,1,0,1696,10000,8304,0.073,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_138.graphml,0,0,0,25000,25000,0,0.039,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1380.graphml,103968,123462,96,1494,5000,3506,1.7194,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1381.graphml,103968,113354,72,508,5000,4492,1.6518,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1382.graphml,0,6498,272,227,5000,4773,1.2708, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1383.graphml,0,6498,272,227,5000,4773,2.1896, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1384.graphml,64,192,64,543,2857,2314,0.2899, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1385.graphml,1250,3800,1,2758,5000,2242,0.2992,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1386.graphml,0,0,0,3836,5000,1164,12.953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1387.graphml,0,0,0,3836,5000,1164,8.4461,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1388.graphml,6,9,0,370,2500,2130,0.5849,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1389.graphml,6,9,0,472,2500,2028,0.7099,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_139.graphml,0,0,0,25000,25000,0,0.0612,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1390.graphml,6,9,0,370,2500,2130,0.5714,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1391.graphml,80,281,1088,56,2500,2444,0.4167, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1392.graphml,0,6,0,921,2500,1579,7.2878,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1393.graphml,0,6,0,921,2500,1579,7.3861,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1394.graphml,0,0,0,1823,2500,677,0.2067,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1395.graphml,0,0,0,1823,2500,677,0.1775,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1396.graphml,5,5,12,138,2500,2362,2.8253,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1397.graphml,5,5,12,138,2500,2362,1.5505,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1398.graphml,5,5,12,138,2500,2362,1.4379,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1399.graphml,18,24,783,331,2500,2169,2.8148, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_140.graphml,0,0,0,25000,25000,0,0.0474,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1400.graphml,18,24,783,331,2500,2169,2.8235, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1401.graphml,20,40,230,164,2500,2336,0.2986, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1402.graphml,0,0,0,1135,2500,1365,1.2177,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1403.graphml,0,0,0,1135,2500,1365,1.0338,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1404.graphml,0,16,0,1282,3333,2051,0.3755,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1409.graphml,5,5,32,4633,10000,5367,0.1234,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_141.graphml,0,0,0,25000,25000,0,0.1123,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1410.graphml,5,5,32,4633,10000,5367,0.1315,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1411.graphml,3,6,200,21758,25000,3242,1.1951,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1412.graphml,1920,2016,1,19095,25000,5905,1.2405,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1413.graphml,12,12,352,357,2500,2143,0.5804, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1414.graphml,0,0,0,1070,2500,1430,0.0814,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1415.graphml,0,0,0,1070,2500,1430,0.0802,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1418.graphml,32,32,16,1624,5000,3376,0.3788,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1419.graphml,32,32,16,1624,5000,3376,0.3896,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_142.graphml,0,0,0,25000,25000,0,0.0724,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1420.graphml,0,0,0,2083,5000,2917,0.8601,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1421.graphml,0,0,0,2500,2500,0,0.213,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1422.graphml,0,0,0,2500,2500,0,0.2124,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1423.graphml,0,0,0,2500,2500,0,0.2397,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1424.graphml,0,0,0,1745,2500,755,0.1309,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1425.graphml,0,0,0,471,2500,2029,0.188,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1426.graphml,0,2,896,118,2500,2382,0.325, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1427.graphml,0,2,896,118,2500,2382,0.3169, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1428.graphml,10,14,0,309,2500,2191,0.6201,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1429.graphml,10,14,0,309,2500,2191,0.5987,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_143.graphml,0,0,0,25000,25000,0,0.066,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1430.graphml,10,14,0,309,2500,2191,0.5813,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1431.graphml,98,108,64,212,5000,4788,0.9196, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1432.graphml,9,107,64,212,5000,4788,0.9674,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1433.graphml,0,102,288,169,5000,4831,1.6371, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1434.graphml,3,106,288,4,5000,4996,1.894, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1435.graphml,98,107,288,4,5000,4996,1.8747, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1436.graphml,98,103,288,169,5000,4831,1.729, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1437.graphml,13,49,502,1900,5000,3100,1.7089,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1438.graphml,25,49,200,1900,5000,3100,0.9334,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1439.graphml,25,49,200,1900,5000,3100,1.0981,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_144.graphml,0,0,0,25000,25000,0,0.0438,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1441.graphml,49,49,49,2229,5000,2771,0.5582,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1446.graphml,9,107,64,212,5000,4788,0.9665,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1447.graphml,64,192,385,1715,10000,8285,3.5158,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1448.graphml,8,16,3456,502,10000,9498,48.5753,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_145.graphml,0,0,0,25000,25000,0,0.0573,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1451.graphml,10,35,172,61,2500,2439,1.7726, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1452.graphml,0,3,0,3501,10000,6499,0.0808,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1453.graphml,0,3,0,3501,10000,6499,0.0784,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1454.graphml,0,0,0,4329,5000,671,0.2673,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1455.graphml,0,0,0,4329,5000,671,0.1511,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1456.graphml,0,5,0,1170,3333,2163,0.1352,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1457.graphml,0,5,0,1170,3333,2163,0.1297,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1458.graphml,4704,4704,392,1400,5000,3600,1.0638,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_146.graphml,0,0,0,25000,25000,0,0.0582,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1461.graphml,0,1,23,0,2680,2680,0.2319,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1462.graphml,0,1,23,0,2680,2680,0.2235,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1463.graphml,16,32,16,3390,5000,1610,0.2259,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1464.graphml,0,16,0,47,2857,2810,0.1291,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1465.graphml,0,0,0,2911,5000,2089,0.6327,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1466.graphml,0,0,0,2911,5000,2089,0.6053,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1467.graphml,1,6,48,22,2777,2755,0.7607,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1468.graphml,10,15,512,61,2500,2439,1.1248, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1469.graphml,0,0,0,1811,2500,689,1.5511,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_147.graphml,0,0,0,25000,25000,0,0.0612,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1470.graphml,0,0,0,1811,2500,689,1.5088,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1471.graphml,5,10,0,281,2500,2219,1.0945,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1472.graphml,0,0,0,1898,2500,602,1.5319,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1473.graphml,0,0,0,1898,2500,602,1.4658,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1474.graphml,10,15,512,61,2500,2439,1.0191, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1475.graphml,0,0,0,1811,2500,689,1.4226,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1476.graphml,0,0,0,1811,2500,689,1.4646,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1477.graphml,310,1010,2846,93,2500,2407,29.2651, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_148.graphml,0,0,0,25000,25000,0,0.0534,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1480.graphml,310,1020,2220,57,2500,2443,14.226, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1483.graphml,0,0,0,2989,3333,344,0.1117,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1484.graphml,0,0,0,2989,3333,344,0.1063,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_149.graphml,0,0,0,25000,25000,0,0.1183,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1490.graphml,0,0,0,1603,2857,1254,0.076,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1491.graphml,0,0,0,222,2857,2635,0.1321,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1494.graphml,256,512,41,11772,20000,8228,24.2053,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1497.graphml,0,980,117,183,5000,4817,0.5122,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1498.graphml,9,9,9,2863,5000,2137,0.5164,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_15.graphml,4,25,196,430,25000,24570,0.6808,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_150.graphml,0,0,0,25000,25000,0,0.0447,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1501.graphml,3,9,99,2597,5000,2403,2.1439,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1503.graphml,0,980,117,183,5000,4817,0.5828,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1504.graphml,0,0,0,23601,25000,1399,0.2716,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1508.graphml,2,2,512,113,2500,2387,0.3127,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1509.graphml,2,2,512,113,2500,2387,0.289,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_151.graphml,0,0,0,25000,25000,0,0.0414,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1511.graphml,192,320,224,236,2500,2264,0.2622, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1512.graphml,192,320,224,236,2500,2264,0.255, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1513.graphml,30,40,0,2484,5000,2516,0.2274,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1514.graphml,0,1,0,7484,10000,2516,0.3833,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1515.graphml,0,0,0,1807,2500,693,0.0733,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1516.graphml,0,5,0,520,2500,1980,0.2475,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1517.graphml,0,0,0,1406,2083,677,0.2265,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1518.graphml,0,0,0,1406,2083,677,0.1583,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1519.graphml,10,22,412,28,2500,2472,0.8367, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_152.graphml,0,0,0,25000,25000,0,0.0733,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1520.graphml,10,22,412,28,2500,2472,0.5329, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1521.graphml,5,10,97,100,2500,2400,0.4554, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1522.graphml,5,10,97,100,2500,2400,0.4509, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1523.graphml,5,10,97,100,2500,2400,0.5164, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1524.graphml,0,0,0,290,2500,2210,0.3169,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1525.graphml,0,0,0,290,2500,2210,0.3641,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1526.graphml,10,30,0,567,2500,1933,1.4598,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1527.graphml,0,0,0,1915,2500,585,0.9596,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1528.graphml,0,0,0,1915,2500,585,1.4277,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_153.graphml,0,0,0,25000,25000,0,0.1099,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1532.graphml,128,128,379,115,5000,4885,29.5592, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1537.graphml,6,9,160,844,2500,1656,0.1805, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1538.graphml,72,76,58,262,2500,2238,1.1035,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1539.graphml,0,3,544,56,2500,2444,0.7387, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_154.graphml,0,0,0,25000,25000,0,0.0402,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1540.graphml,0,3,544,56,2500,2444,0.7126, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1541.graphml,0,17,81,148,2500,2352,0.3295, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1542.graphml,24,52,64,999,5000,4001,4.2606,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1543.graphml,24,52,64,999,5000,4001,5.5525,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1544.graphml,4,32,16,3626,5000,1374,0.222,*
